Id,Price
4567,160553.7424940058
5925,118124.39399291137
960,147578.1479353438
3848,101958.6019526578
746,204453.47261519678
868,324952.73444494716
672,118243.66631254314
2471,195518.0575422701
4510,131265.7094016345
8354,254555.4428028457
6393,173943.3679298762
13270,230134.11002070626
5250,335032.37550383504
16751,173146.67672268153
11404,138645.80267059233
10588,325948.58380471304
14925,198987.20682225676
6791,208736.1459332413
16097,179963.89686824346
16428,369617.90770407254
6945,347315.02775530855
3190,183802.12200106724
15709,411045.7146459853
13155,152855.85895550982
7675,195150.0716282288
14686,231048.8141017466
609,168923.60191467364
11155,145420.47078786406
10869,189661.00698790883
15742,185266.79994328535
9245,193530.34379286173
3340,187625.63762234058
2359,280072.6405285025
8070,192936.50856267856
13707,135692.16602277264
16079,251910.19159710946
15937,257250.71251998603
14090,173308.32191424453
9008,214376.85459473846
16384,176378.85809050704
11657,252946.1918735993
13151,172099.49480245874
8990,159191.87124193902
11857,187882.35387665144
1565,169936.7041573062
8174,122996.56696949076
9247,258876.4641724053
10478,215040.6739994574
15509,149944.98681186116
8306,247501.3252254351
6642,182420.94043558493
7472,199866.39749103048
15989,132718.68083278046
13682,140431.04579285166
163,339426.76077427715
7076,201047.61585786898
7478,339673.9055395874
3029,179754.0577343977
1814,141227.39199267232
10057,139615.9036888407
15100,194217.49560432142
12694,227450.138748742
6291,178047.25190207205
12603,202916.1321741726
3218,229660.27452854931
13456,129210.63115035517
10170,223982.49958035865
4530,162491.68020102603
13329,163583.85430685812
4820,148785.14568857622
10896,181672.30462965762
13416,129528.0770822422
2701,227406.39735078783
11265,339519.5147432705
9189,259368.43508924675
1858,161793.50852082143
14536,242182.94324610024
6199,266657.3796930687
14730,156829.51847915814
7510,244177.39943052173
15505,172484.29564631733
7446,171664.15526354214
14016,198883.6146717682
14113,120855.9770522241
8721,305823.19568621734
6193,328976.64867023984
5717,181173.39419537666
5427,291754.71946911316
9520,466715.0832346551
6869,122060.18957571816
1658,159201.0525708813
6639,199790.8800973228
6283,184866.24063815223
6257,125392.81565669057
15235,176511.1012495204
902,253109.34720332024
8932,191461.62711205438
16469,361496.69156893203
2825,233104.8751916663
6450,416382.69379826164
11366,182116.5506173549
3801,347440.33559695864
11385,192243.67071754008
1079,183002.57693424
3202,244202.06715994485
676,226167.3854750561
6185,295247.044901268
7730,174045.42597591344
2573,183104.73225628142
10978,205321.54996507594
10962,257561.6779839953
8870,183789.8080358534
8496,181648.5714832931
5517,159570.60686940144
927,177830.70445249064
13675,179437.7311247228
1499,227782.23696713237
15536,330467.46085720626
8602,379177.14725044643
12137,415974.55121499614
9865,252046.15859432484
16353,273120.6554914875
15908,212127.25254263767
3944,193479.26416885105
10359,193518.9133224798
15158,197451.3184386781
3259,247504.5219971696
7220,318903.0067250026
13843,210611.7059994094
16736,178786.59062494538
702,241707.9007865707
16401,113254.13239965372
12134,183802.6278137907
6918,211901.79585705727
11792,175530.5164434551
3798,170289.12982941628
10395,131190.05633464892
11099,138833.10857648618
7090,206770.36580782442
11260,187974.95804907958
9647,208865.39333040576
2903,379970.9028884755
2071,193042.6601289938
8604,201008.31137318484
9346,206289.409304205
3945,201486.95439440885
3420,138443.6133723542
10842,127587.33998782486
725,162398.39892070857
13931,197157.4163004812
16330,241930.31908562628
9066,391599.0656344541
3326,308437.57914440846
1556,263444.51527000463
6579,103389.71278600898
13877,153173.61313646936
9857,327976.5780656148
7302,258951.00639206378
5684,180480.09044720212
6513,235894.6280649706
11342,125117.58349637745
16561,224075.55190856062
6885,190803.03927969706
9308,168725.49097189985
2559,198369.98445737033
6648,179116.64716015372
15260,164619.45586941528
5113,179301.49412485422
16492,190063.75981033573
12034,278890.82668431103
7248,207168.1004277359
2171,200759.2393879228
10594,158667.6506793306
13241,194032.34090502444
7032,148104.17827804745
4884,171684.0691539756
903,211060.73811305763
162,170119.32920593483
6566,275680.38531357475
8249,128689.96621228673
13106,193112.9853185376
256,126283.45094071566
7976,157926.80315118327
8575,165942.8891582711
7591,275461.9990197761
3204,233580.67840140243
15804,185168.72001812526
1525,312246.32187022374
9038,204638.5567766907
13628,187772.47963201648
10016,196324.53883569886
10208,230242.9313033902
2008,187109.2154884612
13029,206450.1746896261
5099,127054.79212291377
9923,307868.53425415774
9461,123131.72532640405
11086,188827.20492127654
15057,269264.68185628025
10689,173702.19002476218
2053,219247.74729970793
16630,168388.9049671391
4985,156688.36044070043
13881,265971.86726637057
13225,191005.135575702
5779,66635.93532319249
10262,176917.8747010503
10762,226692.77362312545
9513,194144.04062776195
11128,178438.07083368758
2074,293525.8941371033
933,191356.87192609647
2780,192099.91621896092
6594,109025.63692584513
15394,312037.90820615354
14863,141218.06289993617
6698,226076.1661755879
1611,260390.31640853823
174,180335.04358687028
5160,266771.57221622346
3295,311712.049872844
4559,383600.0265548573
8254,178108.3495832405
10228,124681.05746642123
13924,139437.624250439
15341,243040.11437760937
4353,179191.51852082004
4334,68579.29712255893
1872,160363.2481185809
7823,168334.76373983125
310,144930.92465308995
3704,239176.47409327002
11615,303085.55988435587
6605,208122.55002180315
3381,183838.0495641099
2143,140843.71752913864
3191,266942.8060088376
13980,176374.95553981894
15613,163006.5205934211
10943,266004.52872494835
9654,137038.43418613047
16053,461397.82696382183
14931,216916.9348122204
8299,245330.49042585047
2147,176844.71763122085
11567,378584.8958427517
5905,135758.59393242307
11160,117546.2614845304
8275,147714.65977516185
16398,282228.6343398135
11229,197806.91794810173
10309,161730.30989410882
7340,277959.085575698
7653,174893.07120090348
272,202408.8295074073
9831,231186.40963509408
5016,145510.40406060236
5968,72918.27865188991
796,254962.54416397033
12123,129961.63221026583
16629,170724.26650374275
2637,166241.96401232065
6194,216019.322412212
6216,341042.88743328553
14346,176744.27256629386
6428,138721.4151199758
2891,226398.0935110224
84,171856.81647057258
9260,212635.7478330024
15250,136660.35325640612
2348,199873.4600762556
10427,268935.00132991775
13230,240420.27041890746
1691,211190.10098127622
8803,129649.10311068225
5464,282328.2721871151
10559,128435.82145215296
16787,302630.81301750534
4278,158971.38544564528
6183,176914.69827663526
12775,172943.43655333243
10104,177797.6334312125
13663,189703.84213441866
9404,274695.6941248795
14724,210208.4850000888
10040,175425.02944437962
4646,193388.8685059939
4754,164781.9902702394
3310,217560.73169510602
2003,192521.5960180275
7312,165723.45296868688
10921,225599.7362882461
13419,281271.88913944206
10105,154785.70478946102
2196,415401.9592705129
12659,236287.93432679077
4380,219823.3892581791
10847,147540.24824638854
10805,275487.3239275526
8709,101387.22776313852
8319,181169.85794733162
2215,187658.26022619606
7000,202754.0884194364
7701,104913.69947580255
9678,188537.77979515708
14026,186452.8227488383
7971,175024.1570496062
13734,149538.59784681385
16483,202331.95603409992
6150,209614.4423591331
2931,274677.6636369355
5418,181344.02185096857
1662,452394.8056370916
2441,214510.92735269785
669,123880.95489235861
7734,179059.830577934
6010,222698.54580014612
266,139950.41830100157
632,142494.52932352788
16221,105604.79098345047
11832,176773.79568237497
5035,128871.80359959877
37,125776.47819942102
6168,185074.4883894831
11757,187458.35408152343
8086,124466.34466277757
6529,233688.3007379048
15121,194135.4867455086
